'CODIGO','REFERENCIA','DESCRICAO','NOME','FORNECEDOR','MEDIDA','PRECO','CUSTOCOMPR','CUSTOMEDIO','QTD_COMPRA','QTD_ATUAL','QTD_MINIM','QTD_INICIO','DAT_INICIO','ULT_COMPRA','ULT_VENDA','PESO','CF','IPI','ST','COMISSAO','OBS','QTD_VEND','CUS_VEND','VAL_VEND','LUC_VEND','ATIVO','MARGEMLB','ALTERADO'
'00001','7897190305632','CHICLE BRINQ','CHICLETES','Pepsico do Brasil Ltda','',3.54,2,2,621,14,1,-101,'11/06/2002','06/10/2016','06/10/2016',,'20',0,'100',0,'






',52,86.84,129.48,42.64,'False',77,''
'00002','7897190305625','CHICLE BRINQ HORTELÃ','CHICLETES','Pepsico do Brasil Ltda','',3.54,2,2,149,1,10,0,'11/06/2002','28/03/2016','06/09/2016',0,'20',0,'100',0,'




',0,0,0,0,'',77,''
'00012','7896423497915','CHOCOLATE SNICKERS','CHOCOLATES','COM.DOCES LUCKY JOSEMAR','',34.97,32.99,32.99,477,0,1,-54,'11/06/2002','18/08/2014','01/02/2016',0,'20',0,'100',0,'


',0,0,0,0,'False',6,''
'00023','7891000003299','CHOKITO CX','CHOCOLATES','BRIZA IND.COM.DOCES LTDA','',26.4,25,25,944,6,2,-96,'13/06/2002','06/10/2016','07/08/2015',0,'20',0,'100',0,'

',0,0,0,0,'',,''
'00033','7897077800137','CONFEITEIRO AÇUCAR IMPALPAVÉL HARALD','CHOCOLATES','RICLAN S.A','',7.49,6.99,6.99,184,9,2,0,'13/06/2002','06/10/2016','27/09/2016',0,'20',0,'100',0,'



',0,0,0,0,'False',,''
'00054','7897064810200','CONFEITEIROS FESTAS','DIVERSOS','DOCILE ALIMENTOS LTDA','',3.87,2.8,2.8,0,3,1,0,'13/06/2002','06/10/2016','30/09/2016',0,'20',0,'100',0,'


',0,0,0,0,'False',,''
'00074','7896066761435','COBER TOP AO LEITE','DIVERSOS','SILMAR COM DE BRINQUEDOS','',15.89,14.8,14.8,30,10,2,0,'13/06/2002','06/10/2016','09/10/2015',0,'',0,'',0,'



',0,0,0,0,'False',120,''
'00075','810812005687','COBER TOP MEIO AMARGO BEL','CHOCOLATES','JFTATTY','',16.74,15.5,15.5,36,10,2,-19,'13/06/2002','06/10/2016','15/01/2015',0,'20',0,'100',0,'


',0,0,0,0,'False',,''
'00183','7897156100929','CARAMELO SANTA RITA LEITE 700G','BALAS','JFTATTY','',6.49,5.5,5.5,39,5,1,-14,'15/06/2002','29/04/2016','30/09/2016',0,'20',0,'100',0,'

',0,0,0,0,'',18,''
'00260','7891118010752','CHICLE FLICS UVA','CHICLETES','COM.GRANOS','',4.8,4,4,-136,10,1,0,'15/06/2002','11/07/2014','19/04/2016',0,'20',0,'100',0,'

',0,0,0,0,'False',20,''
